dataset,reported_as,dataset_hash,actual_data_path,class_policy,sample_policy,train_rows,test_rows,num_classes,noise_type,tail_flip_rate,effective_flip_rate_train,seed,method,training_mode,macro_f1,fpr,fnr,tail_macro_f1,tail_recall,rare_recovery_rate,rare_retained_rate,rare_clean_suspicious_count,rare_recovered_count,rare_recovery_eval,rare_retained_count,err,err_tail,err_final,err_degree,err_tail_degree,err_final_degree,mean_weight,retained_fraction,clean_rare_suspicious_retained_fraction,soft_retained_hard_deleted_count,semisup_candidate_count,semisup_selected_count,semisup_selected_rate,semisup_confidence_mean,runtime_sec,memory_mb,tail_labels,tail_label_names,active_views,source_verified,replacement_for
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,2,ablation_hard,hard_deletion,0.8595224689560751,0.0033783783783783786,0.09517045454545454,0.7343434343434343,0.4782608695652174,0.0,0.0,11,0,out_of_fold_training_predictions,0,0.9627608508099096,0.9129075544374432,0.9378342026236763,0.9627608508099096,0.9129075544374432,0.9378342026236763,0.9954,0.9954,0.0,0,0,0,0.0,0.0,0.6066772000049241,7.337400436401367,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,2,Graph-CoLD-soft,scalar_soft,0.8469239439206916,0.0033783783783783786,0.10227272727272728,0.7088888888888889,0.43478260869565216,1.0,1.0,11,11,out_of_fold_training_predictions,11,1.0,1.0,1.0,0.8682486151256804,0.8537482981821622,0.8609984566539213,0.8775942088112959,1.0,1.0,46,0,0,0.0,0.0,0.6505186000140384,7.449947357177734,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,2,Graph-CoLD-semisup,evidence_semisup,0.8412437162892445,0.0033783783783783786,0.10227272727272728,0.6971428571428572,0.43478260869565216,0.0,1.0,11,0,out_of_fold_training_predictions,11,1.0,1.0,1.0,0.8682486151256804,0.8537482981821622,0.8609984566539213,0.8775942088112959,1.0,1.0,46,20,20,0.002,0.8395833333333333,1.0429947000229731,7.664087295532227,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,2,Graph-CoLD,scalar_soft,0.8469239439206916,0.0033783783783783786,0.10227272727272728,0.7088888888888889,0.43478260869565216,1.0,1.0,11,11,out_of_fold_training_predictions,11,1.0,1.0,1.0,0.8682486151256804,0.8537482981821622,0.8609984566539213,0.8775942088112959,1.0,1.0,46,0,0,0.0,0.0,0.77473549998831,8.290678024291992,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,2,CoLD,cold_hard,0.49965307632126843,0.0033783783783783786,0.12357954545454546,0.0,0.0,0.0,0.0,19,0,out_of_fold_training_predictions,0,0.6827220729785054,0.142258985354115,0.4124905291663102,0.6827220729785054,0.142258985354115,0.4124905291663102,0.9846,0.9846,0.0,0,0,0,0.0,0.0,0.806699899956584,6.951587677001953,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,2,ablation_hard,hard_deletion,0.5466213949395903,0.0033783783783783786,0.11221590909090909,0.05,0.043478260869565216,0.0,0.0,19,0,out_of_fold_training_predictions,0,0.911740875990688,0.7465140822869468,0.8291274791388175,0.911740875990688,0.7465140822869468,0.8291274791388175,0.9946,0.9946,0.0,0,0,0,0.0,0.0,0.7963323000003584,7.44891357421875,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,2,Graph-CoLD-soft,scalar_soft,0.6283194995512308,0.0033783783783783786,0.09801136363636363,0.22222222222222224,0.13043478260869565,1.0,1.0,19,19,out_of_fold_training_predictions,19,1.0,1.0,1.0,0.854202078355616,0.8086829308317831,0.8314425045936995,0.877411073999681,1.0,1.0,54,0,0,0.0,0.0,1.1099122000159696,8.256339073181152,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,2,Graph-CoLD-semisup,evidence_semisup,0.5736390595919283,0.0033783783783783786,0.10653409090909091,0.10714285714285714,0.08695652173913043,0.0,1.0,19,0,out_of_fold_training_predictions,19,1.0,1.0,1.0,0.854202078355616,0.8086829308317831,0.8314425045936995,0.877411073999681,1.0,1.0,54,28,27,0.0027,0.9089506172839507,1.166411700018216,8.145923614501953,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,2,Graph-CoLD,scalar_soft,0.6283194995512308,0.0033783783783783786,0.09801136363636363,0.22222222222222224,0.13043478260869565,1.0,1.0,19,19,out_of_fold_training_predictions,19,1.0,1.0,1.0,0.854202078355616,0.8086829308317831,0.8314425045936995,0.877411073999681,1.0,1.0,54,0,0,0.0,0.0,0.6673762000282295,7.449990272521973,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.4,0.1248,0,CoLD,cold_hard,0.8306070400984642,0.0,0.1264131551901336,0.7407422239233384,0.5921052631578947,0.0,0.0,35,0,out_of_fold_training_predictions,0,0.8926157712351763,0.8997818612274794,0.8961988162313279,0.8926157712351763,0.8997818612274794,0.8961988162313279,0.9771,0.9771,0.0,0,0,0,0.0,0.0,0.8709838000359014,16.253743171691895,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.4,0.1248,0,ablation_hard,hard_deletion,0.836764626781519,0.0,0.12435765673175746,0.7518903981727528,0.5986842105263158,0.0,0.0,35,0,out_of_fold_training_predictions,0,0.9706143244289019,0.9774901786424584,0.9740522515356802,0.9706143244289019,0.9774901786424584,0.9740522515356802,0.987,0.987,0.0,0,0,0,0.0,0.0,0.8281531999818981,18.140130043029785,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.4,0.1248,0,Graph-CoLD-soft,scalar_soft,0.8402389203063053,0.0,0.12127440904419322,0.7572716210893891,0.6052631578947368,1.0,1.0,35,35,out_of_fold_training_predictions,35,1.0,1.0,1.0,0.8624948425896729,0.8642176224495294,0.8633562325196011,0.8693200053543813,1.0,1.0,130,0,0,0.0,0.0,0.8057910000206903,16.306415557861328,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.4,0.1248,0,Graph-CoLD-semisup,evidence_semisup,0.8396688086639031,0.0,0.12538540596094552,0.7559669179493276,0.5986842105263158,0.3142857142857143,1.0,35,11,out_of_fold_training_predictions,35,1.0,1.0,1.0,0.8624948425896729,0.8642176224495294,0.8633562325196011,0.8693200053543813,1.0,1.0,130,55,46,0.0046,0.7980072463768116,1.4118876000284217,15.920321464538574,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.4,0.1248,0,Graph-CoLD,scalar_soft,0.8402389203063053,0.0,0.12127440904419322,0.7572716210893891,0.6052631578947368,1.0,1.0,35,35,out_of_fold_training_predictions,35,1.0,1.0,1.0,0.8624948425896729,0.8642176224495294,0.8633562325196011,0.8693200053543813,1.0,1.0,130,0,0,0.0,0.0,0.6709244000376202,17.940082550048828,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.6,0.1872,0,CoLD,cold_hard,0.6663948621217014,0.0,0.22199383350462487,0.4317037567134336,0.2894736842105263,0.0,0.0,81,0,out_of_fold_training_predictions,0,0.8506290622127208,0.8267377300451034,0.8386833961289122,0.8506290622127208,0.8267377300451034,0.8386833961289122,0.9768,0.9768,0.0,0,0,0,0.0,0.0,0.712074700044468,15.94031047821045,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.6,0.1872,0,ablation_hard,hard_deletion,0.6847424637593441,0.0,0.2147995889003083,0.46919353880445025,0.3125,0.0,0.0,81,0,out_of_fold_training_predictions,0,0.9358079686499918,0.9278457761973302,0.931826872423661,0.9358079686499918,0.9278457761973302,0.931826872423661,0.9867,0.9867,0.0,0,0,0,0.0,0.0,0.7288982999743894,16.00129508972168,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.6,0.1872,0,Graph-CoLD-soft,scalar_soft,0.7076372847991366,0.0,0.20246659815005139,0.515100908334361,0.3519736842105263,1.0,1.0,81,81,out_of_fold_training_predictions,81,1.0,1.0,1.0,0.8425683569441123,0.8352317399787884,0.8389000484614504,0.8701582058167528,1.0,1.0,133,0,0,0.0,0.0,0.6931021999916993,16.053600311279297,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.6,0.1872,0,Graph-CoLD-semisup,evidence_semisup,0.6852988617004795,0.0,0.2147995889003083,0.4673298898923494,0.3125,0.037037037037037035,1.0,81,3,out_of_fold_training_predictions,81,1.0,1.0,1.0,0.8425683569441123,0.8352317399787884,0.8389000484614504,0.8701582058167528,1.0,1.0,133,103,100,0.01,0.81125,1.2287826999672689,15.924720764160156,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.6,0.1872,0,Graph-CoLD,scalar_soft,0.7076372847991366,0.0,0.20246659815005139,0.515100908334361,0.3519736842105263,1.0,1.0,81,81,out_of_fold_training_predictions,81,1.0,1.0,1.0,0.8425683569441123,0.8352317399787884,0.8389000484614504,0.8701582058167528,1.0,1.0,133,0,0,0.0,0.0,1.0046187000116333,16.063020706176758,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.8,0.2496,0,CoLD,cold_hard,0.4969720664770344,0.0,0.2918807810894142,0.1125619550624469,0.06578947368421052,0.0,0.0,154,0,out_of_fold_training_predictions,0,0.7328309962459241,0.569302245811697,0.6510666210288105,0.7328309962459241,0.569302245811697,0.6510666210288105,0.9701,0.9701,0.0,0,0,0,0.0,0.0,0.8616185000282712,15.468234062194824,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.8,0.2496,0,ablation_hard,hard_deletion,0.51708303525868,0.0,0.2867420349434738,0.14713576862659977,0.08223684210526316,0.0,0.0,154,0,out_of_fold_training_predictions,0,0.8400631467016992,0.7433863373786325,0.7917247420401659,0.8400631467016992,0.7433863373786325,0.7917247420401659,0.9799,0.9799,0.0,0,0,0,0.0,0.0,0.7932664999971166,16.048288345336914,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.8,0.2496,0,Graph-CoLD-soft,scalar_soft,0.5504968205918859,0.0,0.27543679342240496,0.21227947839356356,0.11842105263157894,1.0,1.0,154,154,out_of_fold_training_predictions,154,1.0,1.0,1.0,0.8041240322184338,0.7568893126417042,0.780506672430069,0.8692643353022249,1.0,1.0,201,0,0,0.0,0.0,0.8559221000177786,14.167803764343262,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.8,0.2496,0,Graph-CoLD-semisup,evidence_semisup,0.5309162807135666,0.0,0.2816032887975334,0.1761781711850569,0.09868421052631579,0.012987012987012988,1.0,154,2,out_of_fold_training_predictions,154,1.0,1.0,1.0,0.8041240322184338,0.7568893126417042,0.780506672430069,0.8692643353022249,1.0,1.0,201,179,177,0.0177,0.9336158192090396,1.3441815000260249,17.975502967834473,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.8,0.2496,0,Graph-CoLD,scalar_soft,0.5504968205918859,0.0,0.27543679342240496,0.21227947839356356,0.11842105263157894,1.0,1.0,154,154,out_of_fold_training_predictions,154,1.0,1.0,1.0,0.8041240322184338,0.7568893126417042,0.780506672430069,0.8692643353022249,1.0,1.0,201,0,0,0.0,0.0,0.7186950999894179,15.964667320251465,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.4,0.1248,1,CoLD,cold_hard,0.7968344924545393,0.0,0.13874614594039056,0.6707522519388234,0.5526315789473685,0.0,0.0,29,0,out_of_fold_training_predictions,0,0.9156612887702982,0.9108942827997587,0.9132777857850285,0.9156612887702982,0.9108942827997587,0.9132777857850285,0.9782,0.9782,0.0,0,0,0,0.0,0.0,0.8616436999873258,17.08851146697998,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.4,0.1248,1,ablation_hard,hard_deletion,0.7996794407956167,0.0,0.14285714285714285,0.6809801086759916,0.5361842105263158,0.0,0.0,29,0,out_of_fold_training_predictions,0,0.9810809471427638,0.9808525556050177,0.9809667513738908,0.9810809471427638,0.9808525556050177,0.9809667513738908,0.9881,0.9881,0.0,0,0,0,0.0,0.0,0.8939758000196889,17.865761756896973,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.4,0.1248,1,Graph-CoLD-soft,scalar_soft,0.8180138112682549,0.0,0.13463514902363824,0.7122979880276872,0.569078947368421,1.0,1.0,29,29,out_of_fold_training_predictions,29,1.0,1.0,1.0,0.8649055344184312,0.8643305147128513,0.8646180245656412,0.8690968643835629,1.0,1.0,119,0,0,0.0,0.0,0.7357388999662362,16.078994750976562,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.4,0.1248,1,Graph-CoLD-semisup,evidence_semisup,0.82396363938727,0.0,0.12846865364850976,0.7229873431979671,0.5888157894736842,0.3793103448275862,1.0,29,11,out_of_fold_training_predictions,29,1.0,1.0,1.0,0.8649055344184312,0.8643305147128513,0.8646180245656412,0.8690968643835629,1.0,1.0,119,33,27,0.0027,0.7037037037037038,1.2831310000037774,16.084858894348145,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.4,0.1248,1,Graph-CoLD,scalar_soft,0.8180138112682549,0.0,0.13463514902363824,0.7122979880276872,0.569078947368421,1.0,1.0,29,29,out_of_fold_training_predictions,29,1.0,1.0,1.0,0.8649055344184312,0.8643305147128513,0.8646180245656412,0.8690968643835629,1.0,1.0,119,0,0,0.0,0.0,0.762902100046631,14.135540962219238,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.6,0.1872,1,CoLD,cold_hard,0.6406794144701271,0.0,0.23329907502569372,0.37764967636948843,0.2532894736842105,0.0,0.0,74,0,out_of_fold_training_predictions,0,0.8691854368901275,0.8375381781177741,0.8533618075039509,0.8691854368901275,0.8375381781177741,0.8533618075039509,0.9785,0.9785,0.0,0,0,0,0.0,0.0,0.6605967999785207,15.371760368347168,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,25,tail_asymmetric,0.6,0.1872,1,ablation_hard,hard_deletion,0.6479906041703329,0.0,0.23329907502569372,0.3917096565621918,0.2532894736842105,0.0,0.0,74,0,out_of_fold_training_predictions,0,0.94741183918052,0.9352531750575709,0.9413325071190455,0.94741183918052,0.9352531750575709,0.9413325071190455,0.9884,0.9884,0.0,0,0,0,0.0,0.0,0.7579342999961227,17.7963285446167,"[1, 3, 4, 5, 6, 7, 8, 10, 16, 19, 21, 23, 24]","[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""10"", ""16"", ""19"", ""21"", ""23"", ""24""]",ip|temporal,True,MALTLS-22
