dataset,reported_as,tail_flip_rate,seed,method,tail_label,tail_label_name,train_tail_count,test_tail_count,train_tail_flipped_count,clean_suspicious_tail_count,clean_suspicious_tail_recovery_rate,clean_suspicious_tail_retained_rate,test_tail_recall,mean_tail_evidence,mean_tail_cdm,mean_tail_weight
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,3,3,246,123,192,20,0.0,0.0,0.16260162601626016,0.12721542398029617,0.11733661137223207,0.9186991869918699
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,4,4,216,108,172,12,0.0,0.0,0.1111111111111111,0.12788688542852522,0.09493646798404955,0.9444444444444444
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,5,5,325,162,261,12,0.0,0.0,0.06790123456790123,0.11642690176355643,0.07574827054482115,0.963076923076923
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,6,6,177,89,143,10,0.0,0.0,0.0,0.1566846231461511,0.10112158735315663,0.807909604519774
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,7,7,216,108,163,9,0.0,0.0,0.12037037037037036,0.15360992594941114,0.09332491751366402,0.9583333333333334
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,8,8,238,119,189,18,0.0,0.0,0.05042016806722689,0.12515771720816943,0.10662623488861471,0.9243697478991597
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,10,10,216,108,175,16,0.0,0.0,0.09259259259259259,0.12213845090211803,0.10792549934060375,0.9120370370370371
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,16,16,325,162,255,23,0.0,0.0,0.09259259259259259,0.1174476909583098,0.10260915990039977,0.9292307692307692
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,19,19,292,146,242,9,0.0,0.0,0.06164383561643835,0.11282157053733725,0.07106867117010916,0.9657534246575342
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,21,21,199,99,162,12,0.0,0.0,0.0,0.1466501943669994,0.10000644702313348,0.8140703517587939
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,23,23,184,92,164,10,0.0,0.0,0.0,0.11639547526487698,0.08122089177405052,0.8913043478260869
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,CoLD,24,24,169,84,131,2,0.0,0.0,0.0,0.15831426971438572,0.07029163184924683,0.7751479289940828
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,1,1,317,159,247,15,0.06666666666666667,0.0,0.11320754716981132,0.11518696432297046,0.0916740992820171,0.9495268138801262
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,3,3,246,123,192,20,0.0,0.0,0.13821138211382114,0.12721542398029617,0.11733661137223207,0.9186991869918699
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,4,4,216,108,172,12,0.0,0.0,0.1111111111111111,0.12788688542852522,0.09493646798404955,0.9444444444444444
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,5,5,325,162,261,12,0.0,0.0,0.05555555555555555,0.11642690176355643,0.07574827054482115,0.963076923076923
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,6,6,177,89,143,10,0.0,0.0,0.11235955056179775,0.1566846231461511,0.10112158735315663,0.943502824858757
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,7,7,216,108,163,9,0.0,0.0,0.1574074074074074,0.15360992594941114,0.09332491751366402,0.9583333333333334
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,8,8,238,119,189,18,0.0,0.0,0.03361344537815126,0.12515771720816943,0.10662623488861471,0.9243697478991597
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,10,10,216,108,175,16,0.0,0.0,0.09259259259259259,0.12213845090211803,0.10792549934060375,0.9212962962962963
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,16,16,325,162,255,23,0.0,0.0,0.09876543209876543,0.1174476909583098,0.10260915990039977,0.9292307692307692
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,19,19,292,146,242,9,0.0,0.0,0.06164383561643835,0.11282157053733725,0.07106867117010916,0.9657534246575342
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,21,21,199,99,162,12,0.0,0.0,0.030303030303030304,0.1466501943669994,0.10000644702313348,0.9396984924623115
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,23,23,184,92,164,10,0.0,0.0,0.021739130434782608,0.11639547526487698,0.08122089177405052,0.9456521739130435
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,ablation_hard,24,24,169,84,131,2,0.0,0.0,0.11904761904761904,0.15831426971438572,0.07029163184924683,0.9881656804733728
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,1,1,317,159,247,15,1.0,1.0,0.11320754716981132,0.11518696432297046,0.0916740992820171,0.852561799027921
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,3,3,246,123,192,20,1.0,1.0,0.17073170731707318,0.12721542398029617,0.11733661137223207,0.8453288292546485
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,4,4,216,108,172,12,1.0,1.0,0.1388888888888889,0.12788688542852522,0.09493646798404955,0.8581485507854633
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,5,5,325,162,261,12,1.0,1.0,0.06172839506172839,0.11642690176355643,0.07574827054482115,0.8618763768308407
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,6,6,177,89,143,10,1.0,1.0,0.1348314606741573,0.1566846231461511,0.10112158735315663,0.8642221495027963
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,7,7,216,108,163,9,1.0,1.0,0.14814814814814814,0.15360992594941114,0.09332491751366402,0.860855217640833
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,8,8,238,119,189,18,1.0,1.0,0.07563025210084033,0.12515771720816943,0.10662623488861471,0.8514651032183991
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,10,10,216,108,175,16,1.0,1.0,0.08333333333333333,0.12213845090211803,0.10792549934060375,0.8514006474308212
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,16,16,325,162,255,23,1.0,1.0,0.12962962962962962,0.1174476909583098,0.10260915990039977,0.848290320947018
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,19,19,292,146,242,9,1.0,1.0,0.0684931506849315,0.11282157053733725,0.07106867117010916,0.8644161627022594
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,21,21,199,99,162,12,1.0,1.0,0.050505050505050504,0.1466501943669994,0.10000644702313348,0.8618449512526505
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,23,23,184,92,164,10,1.0,1.0,0.010869565217391304,0.11639547526487698,0.08122089177405052,0.874382296908128
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-soft,24,24,169,84,131,2,1.0,1.0,0.15476190476190477,0.15831426971438572,0.07029163184924683,0.8738594697414835
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,1,1,317,159,247,15,0.0,1.0,0.10062893081761007,0.11518696432297046,0.0916740992820171,0.852561799027921
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,3,3,246,123,192,20,0.0,1.0,0.10569105691056911,0.12721542398029617,0.11733661137223207,0.8453288292546485
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,4,4,216,108,172,12,0.0,1.0,0.10185185185185185,0.12788688542852522,0.09493646798404955,0.8581485507854633
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,5,5,325,162,261,12,0.0,1.0,0.08024691358024691,0.11642690176355643,0.07574827054482115,0.8618763768308407
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,6,6,177,89,143,10,0.1,1.0,0.07865168539325842,0.1566846231461511,0.10112158735315663,0.8642221495027963
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,7,7,216,108,163,9,0.0,1.0,0.16666666666666666,0.15360992594941114,0.09332491751366402,0.860855217640833
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,8,8,238,119,189,18,0.0,1.0,0.05042016806722689,0.12515771720816943,0.10662623488861471,0.8514651032183991
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,10,10,216,108,175,16,0.0,1.0,0.08333333333333333,0.12213845090211803,0.10792549934060375,0.8514006474308212
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,16,16,325,162,255,23,0.0,1.0,0.07407407407407407,0.1174476909583098,0.10260915990039977,0.848290320947018
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,19,19,292,146,242,9,0.0,1.0,0.0547945205479452,0.11282157053733725,0.07106867117010916,0.8644161627022594
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,21,21,199,99,162,12,0.0,1.0,0.050505050505050504,0.1466501943669994,0.10000644702313348,0.8618449512526505
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,23,23,184,92,164,10,0.0,1.0,0.0,0.11639547526487698,0.08122089177405052,0.874382296908128
cesnet_tls_year22,CESNET-TLS-Year22,0.8,8,Graph-CoLD-semisup,24,24,169,84,131,2,0.0,1.0,0.08333333333333333,0.15831426971438572,0.07029163184924683,0.8738594697414835
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,1,1,317,159,119,3,0.0,0.0,0.6415094339622641,0.16228360290202157,0.09281732554818103,0.9747634069400631
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,3,3,246,123,96,5,0.2,0.0,0.5853658536585366,0.18303540743381624,0.10666570939688502,0.959349593495935
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,4,4,216,108,95,3,0.3333333333333333,0.0,0.6203703703703703,0.18708728578051484,0.09587400804756831,0.9861111111111112
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,5,5,325,162,126,1,0.0,0.0,0.6851851851851852,0.17793146715502925,0.10213587502223644,0.9661538461538461
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,6,6,177,89,71,0,0.0,0.0,0.4044943820224719,0.2591310709975276,0.10695741731846643,0.7401129943502824
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,7,7,216,108,81,1,0.0,0.0,0.6388888888888888,0.22275324751583692,0.1049386539680426,0.9768518518518519
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,8,8,238,119,94,6,0.0,0.0,0.5882352941176471,0.18588744350273773,0.10805470601372652,0.9663865546218487
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,10,10,216,108,88,5,0.2,0.0,0.6296296296296297,0.18981579554467096,0.1133772522155649,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,16,16,325,162,123,1,0.0,0.0,0.5432098765432098,0.16676340303755807,0.09219161049418606,0.963076923076923
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,19,19,292,146,125,2,0.5,0.0,0.5753424657534246,0.18058491786734993,0.09273827493623703,0.9794520547945206
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,21,21,199,99,85,4,0.0,0.0,0.30303030303030304,0.2399136041352412,0.11130554571999729,0.8140703517587939
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,23,23,184,92,75,4,0.0,0.0,0.5217391304347826,0.25220096166145306,0.12631584982615807,0.875
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,CoLD,24,24,169,84,70,1,0.0,0.0,0.7023809523809523,0.23274995279156435,0.10705373786360739,0.9822485207100592
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,1,1,317,159,119,3,0.3333333333333333,0.0,0.6415094339622641,0.16228360290202157,0.09281732554818103,0.9747634069400631
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,3,3,246,123,96,5,0.2,0.0,0.5853658536585366,0.18303540743381624,0.10666570939688502,0.959349593495935
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,4,4,216,108,95,3,0.0,0.0,0.6388888888888888,0.18708728578051484,0.09587400804756831,0.9861111111111112
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,5,5,325,162,126,1,0.0,0.0,0.7345679012345679,0.17793146715502925,0.10213587502223644,0.9661538461538461
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,6,6,177,89,71,0,0.0,0.0,0.7415730337078652,0.2591310709975276,0.10695741731846643,0.9830508474576272
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,7,7,216,108,81,1,0.0,0.0,0.6388888888888888,0.22275324751583692,0.1049386539680426,0.9814814814814815
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,8,8,238,119,94,6,0.0,0.0,0.6470588235294118,0.18588744350273773,0.10805470601372652,0.9663865546218487
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,10,10,216,108,88,5,0.2,0.0,0.6481481481481481,0.18981579554467096,0.1133772522155649,0.9583333333333334
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,16,16,325,162,123,1,0.0,0.0,0.5493827160493827,0.16676340303755807,0.09219161049418606,0.9753846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,19,19,292,146,125,2,0.0,0.0,0.6095890410958904,0.18058491786734993,0.09273827493623703,0.9828767123287672
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,21,21,199,99,85,4,0.0,0.0,0.494949494949495,0.2399136041352412,0.11130554571999729,0.9748743718592965
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,23,23,184,92,75,4,0.0,0.0,0.5978260869565217,0.25220096166145306,0.12631584982615807,0.967391304347826
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,ablation_hard,24,24,169,84,70,1,0.0,0.0,0.6785714285714286,0.23274995279156435,0.10705373786360739,0.9822485207100592
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,1,1,317,159,119,3,1.0,1.0,0.6729559748427673,0.16228360290202157,0.09281732554818103,0.8517478797637097
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,3,3,246,123,96,5,1.0,1.0,0.6422764227642277,0.18303540743381624,0.10666570939688502,0.8454800082768992
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,4,4,216,108,95,3,1.0,1.0,0.6111111111111112,0.18708728578051484,0.09587400804756831,0.8583135403660214
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,5,5,325,162,126,1,1.0,1.0,0.6790123456790124,0.17793146715502925,0.10213587502223644,0.8464778672889282
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,6,6,177,89,71,0,0.0,0.0,0.7191011235955056,0.2591310709975276,0.10695741731846643,0.8602644245660964
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,7,7,216,108,81,1,1.0,1.0,0.7129629629629629,0.22275324751583692,0.1049386539680426,0.8558266548230464
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,8,8,238,119,94,6,1.0,1.0,0.6974789915966386,0.18588744350273773,0.10805470601372652,0.8481283513949816
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,10,10,216,108,88,5,1.0,1.0,0.6388888888888888,0.18981579554467096,0.1133772522155649,0.8459771320225039
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,16,16,325,162,123,1,1.0,1.0,0.5555555555555556,0.16676340303755807,0.09219161049418606,0.8520246720830765
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,19,19,292,146,125,2,1.0,1.0,0.5684931506849316,0.18058491786734993,0.09273827493623703,0.8565572326524413
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,21,21,199,99,85,4,1.0,1.0,0.5656565656565656,0.2399136041352412,0.11130554571999729,0.8569787207921128
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,23,23,184,92,75,4,1.0,1.0,0.5543478260869565,0.25220096166145306,0.12631584982615807,0.8519821384673377
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-soft,24,24,169,84,70,1,1.0,1.0,0.6666666666666666,0.23274995279156435,0.10705373786360739,0.8575008707248495
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,1,1,317,159,119,3,0.6666666666666666,1.0,0.6477987421383647,0.16228360290202157,0.09281732554818103,0.8517478797637097
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,3,3,246,123,96,5,0.4,1.0,0.6422764227642277,0.18303540743381624,0.10666570939688502,0.8454800082768992
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,4,4,216,108,95,3,0.0,1.0,0.6018518518518519,0.18708728578051484,0.09587400804756831,0.8583135403660214
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,5,5,325,162,126,1,0.0,1.0,0.691358024691358,0.17793146715502925,0.10213587502223644,0.8464778672889282
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,6,6,177,89,71,0,0.0,0.0,0.6853932584269663,0.2591310709975276,0.10695741731846643,0.8602644245660964
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,7,7,216,108,81,1,0.0,1.0,0.6388888888888888,0.22275324751583692,0.1049386539680426,0.8558266548230464
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,8,8,238,119,94,6,0.16666666666666666,1.0,0.6386554621848739,0.18588744350273773,0.10805470601372652,0.8481283513949816
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,10,10,216,108,88,5,0.4,1.0,0.6574074074074074,0.18981579554467096,0.1133772522155649,0.8459771320225039
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,16,16,325,162,123,1,0.0,1.0,0.5555555555555556,0.16676340303755807,0.09219161049418606,0.8520246720830765
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,19,19,292,146,125,2,0.0,1.0,0.5616438356164384,0.18058491786734993,0.09273827493623703,0.8565572326524413
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,21,21,199,99,85,4,0.25,1.0,0.46464646464646464,0.2399136041352412,0.11130554571999729,0.8569787207921128
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,23,23,184,92,75,4,0.5,1.0,0.5543478260869565,0.25220096166145306,0.12631584982615807,0.8519821384673377
cesnet_tls_year22,CESNET-TLS-Year22,0.4,9,Graph-CoLD-semisup,24,24,169,84,70,1,0.0,1.0,0.6309523809523809,0.23274995279156435,0.10705373786360739,0.8575008707248495
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,1,1,317,159,194,5,0.0,0.0,0.34591194968553457,0.1713202054878317,0.09170602989376901,0.9810725552050473
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,3,3,246,123,153,8,0.0,0.0,0.35772357723577236,0.18767922174270954,0.10036318282209045,0.967479674796748
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,4,4,216,108,122,7,0.0,0.0,0.3333333333333333,0.20767724510189434,0.11267866808802544,0.9629629629629629
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,5,5,325,162,204,6,0.0,0.0,0.30246913580246915,0.18746920511549903,0.09458093585852004,0.9815384615384616
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,6,6,177,89,112,4,0.0,0.0,0.033707865168539325,0.26001819994203745,0.11199995351658572,0.6892655367231638
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,7,7,216,108,128,4,0.0,0.0,0.21296296296296297,0.23251299274532164,0.11479351111814146,0.9722222222222222
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,8,8,238,119,128,6,0.0,0.0,0.3697478991596639,0.20724336714469246,0.11194395723801857,0.9705882352941176
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,10,10,216,108,143,8,0.0,0.0,0.24074074074074073,0.1836371672420128,0.10695746909138705,0.9629629629629629
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,16,16,325,162,175,6,0.0,0.0,0.37037037037037035,0.18834733841562437,0.10149934812499407,0.9753846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,19,19,292,146,169,6,0.0,0.0,0.3561643835616438,0.20095129829547898,0.10432980026901191,0.9726027397260274
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,21,21,199,99,122,6,0.0,0.0,0.18181818181818182,0.25141880203845457,0.1144829111866427,0.8994974874371859
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,23,23,184,92,110,5,0.0,0.0,0.25,0.26399075710470876,0.12916975021350563,0.9184782608695652
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,CoLD,24,24,169,84,112,7,0.0,0.0,0.08333333333333333,0.22454591290530657,0.11810475184055066,0.8106508875739645
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,1,1,317,159,194,5,0.0,0.0,0.3522012578616352,0.1713202054878317,0.09170602989376901,0.9810725552050473
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,3,3,246,123,153,8,0.0,0.0,0.37398373983739835,0.18767922174270954,0.10036318282209045,0.967479674796748
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,4,4,216,108,122,7,0.0,0.0,0.37962962962962965,0.20767724510189434,0.11267866808802544,0.9629629629629629
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,5,5,325,162,204,6,0.0,0.0,0.32098765432098764,0.18746920511549903,0.09458093585852004,0.9815384615384616
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,6,6,177,89,112,4,0.0,0.0,0.2247191011235955,0.26001819994203745,0.11199995351658572,0.9774011299435028
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,7,7,216,108,128,4,0.0,0.0,0.2222222222222222,0.23251299274532164,0.11479351111814146,0.9722222222222222
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,8,8,238,119,128,6,0.0,0.0,0.36134453781512604,0.20724336714469246,0.11194395723801857,0.9705882352941176
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,10,10,216,108,143,8,0.0,0.0,0.16666666666666666,0.1836371672420128,0.10695746909138705,0.9629629629629629
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,16,16,325,162,175,6,0.0,0.0,0.4012345679012346,0.18834733841562437,0.10149934812499407,0.9753846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,19,19,292,146,169,6,0.0,0.0,0.3561643835616438,0.20095129829547898,0.10432980026901191,0.976027397260274
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,21,21,199,99,122,6,0.0,0.0,0.2727272727272727,0.25141880203845457,0.1144829111866427,0.9698492462311558
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,23,23,184,92,110,5,0.2,0.0,0.33695652173913043,0.26399075710470876,0.12916975021350563,0.9619565217391305
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,ablation_hard,24,24,169,84,112,7,0.0,0.0,0.20238095238095238,0.22454591290530657,0.11810475184055066,0.9585798816568047
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,1,1,317,159,194,5,1.0,1.0,0.3836477987421384,0.1713202054878317,0.09170602989376901,0.8594583444386931
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,3,3,246,123,153,8,1.0,1.0,0.37398373983739835,0.18767922174270954,0.10036318282209045,0.8585390696709116
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,4,4,216,108,122,7,1.0,1.0,0.4722222222222222,0.20767724510189434,0.11267866808802544,0.854355198484622
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,5,5,325,162,204,6,1.0,1.0,0.2777777777777778,0.18746920511549903,0.09458093585852004,0.8612898261297692
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,6,6,177,89,112,4,1.0,1.0,0.30337078651685395,0.26001819994203745,0.11199995351658572,0.8684077346648154
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,7,7,216,108,128,4,1.0,1.0,0.23148148148148148,0.23251299274532164,0.11479351111814146,0.8579608263511042
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,8,8,238,119,128,6,1.0,1.0,0.3445378151260504,0.20724336714469246,0.11194395723801857,0.8544286765482035
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,10,10,216,108,143,8,1.0,1.0,0.23148148148148148,0.1836371672420128,0.10695746909138705,0.8572056452622009
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,16,16,325,162,175,6,1.0,1.0,0.4012345679012346,0.18834733841562437,0.10149934812499407,0.8557663631786262
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,19,19,292,146,169,6,1.0,1.0,0.3493150684931507,0.20095129829547898,0.10432980026901191,0.857400746148607
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,21,21,199,99,122,6,1.0,1.0,0.2828282828282828,0.25141880203845457,0.1144829111866427,0.8638846111645063
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,23,23,184,92,110,5,1.0,1.0,0.31521739130434784,0.26399075710470876,0.12916975021350563,0.8589731293330402
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-soft,24,24,169,84,112,7,1.0,1.0,0.2261904761904762,0.22454591290530657,0.11810475184055066,0.8616144344387917
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-semisup,1,1,317,159,194,5,0.0,1.0,0.3270440251572327,0.1713202054878317,0.09170602989376901,0.8594583444386931
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-semisup,3,3,246,123,153,8,0.0,1.0,0.3333333333333333,0.18767922174270954,0.10036318282209045,0.8585390696709116
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-semisup,4,4,216,108,122,7,0.0,1.0,0.3888888888888889,0.20767724510189434,0.11267866808802544,0.854355198484622
cesnet_tls_year22,CESNET-TLS-Year22,0.6,9,Graph-CoLD-semisup,5,5,325,162,204,6,0.16666666666666666,1.0,0.25925925925925924,0.18746920511549903,0.09458093585852004,0.8612898261297692
